Time	Population1	Population2	Population3
0.002654	0.9780657988115637	0.021930972965808152	3.228222628100935e-06
0.005308	0.9165676075554035	0.08338626699415158	4.6125450444967075e-05
0.007962	0.8286492687149051	0.17114690488433645	0.00020382640075847225
0.010616	0.7376105002262298	0.26183810237416094	0.0005513973996092991
0.01327	0.6700411743311635	0.3288423800145263	0.001116445654310183
0.015924	0.6367307122251005	0.3613985592018296	0.001870728573069913
0.018578	0.6257122259345778	0.3715690764078408	0.002718697657581426
0.021232	0.6161418379084019	0.3804196626703992	0.003438499421198893
0.023886	0.5939053387585816	0.4022615603793915	0.0038331008620268725
0.02654	0.5593686665919226	0.43661643357954694	0.004014899828530427
0.029194	0.5253537029343295	0.47038033006976043	0.0042659669959100865
0.031848	0.5105948943668415	0.48464623279152097	0.0047588728416375625
0.034502000000000005	0.5336182011953637	0.4608614535885449	0.005520345216091349
0.037156	0.5987127454460284	0.3948463837721824	0.006440870781789232
0.03981	0.6856292497664128	0.30702593959985314	0.007344810633734045
0.042464	0.7656681939422227	0.22629273852574053	0.008039067532036731
0.045118000000000005	0.8214400683401312	0.17023178371469713	0.008328147945171699
0.047772	0.8466458673987626	0.14505058489557668	0.008303547705660747
0.050426	0.8415818507209676	0.15001623640400252	0.008401912875029893
0.05308	0.8144991657466544	0.17668994728183163	0.008810886971513998
0.055734000000000006	0.7829942449741699	0.207612226258972	0.009393528766858089
0.058388	0.7685984189491072	0.22136563652510163	0.01003594452579118
0.061042	0.7799405383999118	0.2093903902562669	0.010669071343821251
0.063696	0.8022634292904757	0.18648492247876286	0.011251648230761468
0.06635	0.8125050272741622	0.1757236490278837	0.011771323697954111
0.06900400000000001	0.7964975251271452	0.19129423091574982	0.012208243957104958
0.071658	0.7517705009309418	0.2356712445713013	0.01255825449775691
0.074312	0.6872929256878685	0.29991707748387103	0.012789996828260486
0.076966	0.6207334878730562	0.36635102770988043	0.012915484417063416
0.07962	0.5730983845291452	0.41378622736643955	0.01311538810441526
0.082274	0.5629771950761384	0.4234941172212511	0.013528687702610509
0.084928	0.5937180519392494	0.39215824263743265	0.014123705423317923
0.08758200000000001	0.646258340221882	0.3389325068789508	0.014809152899167177
0.09023600000000001	0.694455326133937	0.290069931203948	0.015474742662115015
0.09289	0.7213333346857753	0.262675413619101	0.015991251695123665
0.095544	0.7215194179252757	0.2621741583761168	0.016306423698607464
0.09819800000000001	0.7010108213999154	0.2824696108204434	0.016519567779641142
0.100852	0.6757274761805596	0.30738540413088766	0.01688711968855272
0.103506	0.6667319688882428	0.31571201503238605	0.01755601607937113
0.10616	0.6907320421951527	0.290871610568181	0.018396347236666277
0.10881400000000001	0.7432302177056329	0.23755092138075848	0.01921886091360861
0.11146800000000001	0.796335070868198	0.18372421191299929	0.019940717218802723
0.114122	0.8234987421545743	0.15595422330239364	0.020547034543032056
0.116776	0.8162405055720517	0.16272600327256914	0.021033491155379114
0.11943000000000001	0.7791990891634301	0.1993683916122589	0.021432519224311053
0.122084	0.7241952686883887	0.25402118618415626	0.021783545127455062
0.124738	0.6690049994451955	0.3088772819986654	0.022117718556139088
0.127392	0.6352025750888416	0.3423231465162343	0.022474278394924108
0.130046	0.6388027981504366	0.3383307411417127	0.0228664607078507
0.1327	0.6742024433577751	0.3025155213439557	0.023282035298269166
0.135354	0.7149539449120961	0.2613215049176375	0.023724550170266423
0.13800800000000002	0.737027439630154	0.23878258849596795	0.024189971873878002
0.140662	0.7317105178481007	0.24362081782107328	0.024668664330826012
0.143316	0.7020580930731909	0.27278063656172347	0.025161270365085642
0.14597000000000002	0.6600125541963011	0.31439812258345723	0.025589323220241655
0.148624	0.6246673158995902	0.34941836177070046	0.025914322329709305
0.151278	0.6170066801333997	0.35670766336637283	0.026285656500227517
0.153932	0.6478628420873794	0.325356467107422	0.02678069080519857
0.156586	0.704059849329224	0.26862040581494045	0.027319744855835493
0.15924	0.7552275324131398	0.21692535000747915	0.027847117579381075
0.161894	0.7785486206530132	0.1930999739607219	0.028351405386264877
0.164548	0.7693250909070133	0.20182577940790453	0.028849129685082187
0.16720200000000002	0.7351001724577979	0.23551117403976557	0.029388653502436524
0.169856	0.6901345532276968	0.2799096244094354	0.029955822362867812
0.17251	0.6532890085984244	0.31621977548724606	0.030491215914329517
0.17516400000000001	0.6436057101166751	0.32540830565806667	0.030985984225258223
0.177818	0.6678428411029349	0.30073942470299064	0.031417734194074454
0.18047200000000002	0.7094475707216986	0.2587870323514933	0.031765396926808076
0.183126	0.7405583607517294	0.22736760819756444	0.03207403105070614
0.18578	0.7446771401252559	0.22291808854509332	0.032404771329650806
0.18843400000000002	0.7217553020830257	0.2454246962696344	0.032820001647339864
0.191088	0.6814894435185181	0.28513289873020703	0.033377657751274825
0.193742	0.638659532149356	0.32731493579370197	0.03402553205694203
0.19639600000000002	0.6108237652282471	0.3545866194014248	0.03458961537032812
0.19905	0.6130127991382445	0.35201112319925165	0.03497607766250388
0.201704	0.6459471494689537	0.31881171389490837	0.035241136636137926
0.204358	0.6904146464269065	0.274121123807014	0.03546422976607949
0.207012	0.7223262903582528	0.2419645176346598	0.035709192007087415
0.20966600000000002	0.7294130281332853	0.2345647845801916	0.036022187286523066
0.21232	0.7120729267636581	0.2514754167077069	0.036451656528635024
0.214974	0.6790740189562807	0.2838774888417482	0.037048492201971095
0.21762800000000002	0.6444288699940934	0.3177932017109565	0.03777792829495008
0.220282	0.6239768175654463	0.3375400969558168	0.038483085478736856
0.22293600000000002	0.6292390184816964	0.33174342685838315	0.03901755465992046
0.22559	0.6576609122050152	0.30297839084639927	0.039360696948585516
0.228244	0.6913357085370817	0.2690910003819593	0.03957329108095897
0.23089800000000002	0.7116109443019312	0.2486330739379979	0.03975598176007092
0.233552	0.7102481070348478	0.24974187740846843	0.04001001555668382
0.236206	0.6886655438660103	0.2709181069192703	0.04041634921471937
0.23886000000000002	0.6554797969352726	0.30349290338277873	0.04102729968194868
0.241514	0.6236493730889656	0.3345360523797064	0.041814574531327975
0.244168	0.6065411160688342	0.3508459821874225	0.04261290174374327
0.246822	0.612591359203014	0.3442159564646965	0.04319268433228951
0.249476	0.6383082947516749	0.3182086250959885	0.04348308015233654
0.25213	0.6690883513584057	0.2873053239187066	0.04360632472288767
0.254784	0.6907059359350604	0.26556868490639113	0.043725379158548516
0.257438	0.6959186831688596	0.260124744158132	0.04395657267300834
0.260092	0.683827880258623	0.2718018317402114	0.04437028800116566
0.26274600000000004	0.6602236321567008	0.2947803066867218	0.04499606115657745
0.2654	0.636280950066332	0.31791934318912607	0.045799706744541924
0.268054	0.6241502912871274	0.3292038728567517	0.04664583585612092
0.270708	0.6312603840030947	0.3214227315666435	0.047316884430261774
0.273362	0.6545710855724476	0.2977224868567847	0.04770642757076771
0.27601600000000004	0.6819681644773151	0.2701307897721815	0.04790104575050336
0.27867000000000003	0.7015217163542019	0.2504247219353172	0.04805356171048092
0.281324	0.7064876262213795	0.24522399047954532	0.04828838329907517
0.283978	0.6952102794086177	0.25610602503510865	0.048683695556273665
0.286632	0.6723417306800205	0.2783890022928424	0.04926926702713713
0.289286	0.648187362530307	0.301791117751762	0.05002151971793106
0.29194000000000003	0.6343047769355614	0.314853980785691	0.05084124227874759
0.294594	0.637908157330263	0.31057235961768	0.05151948305205706
0.297248	0.6568679583224722	0.29123181578706014	0.05190022589046761
0.299902	0.680825628651463	0.2671229069114625	0.05205146443707448
0.302556	0.6989313833367993	0.24891465726312054	0.05215395940008019
0.30521000000000004	0.7046534144887737	0.242996641698707	0.052349943812519284
0.307864	0.6959740381902084	0.2513117188256994	0.05271424298409216
0.310518	0.6764857652021348	0.2702497776258811	0.053264457171984136
0.313172	0.6554222382971566	0.2906036789813526	0.05397408272149079
0.315826	0.6437001550768523	0.30153411504404287	0.05476572987910483
0.31848	0.6481046995179265	0.2964436247770059	0.05545167570506759
0.32113400000000003	0.6665275031404154	0.2776188193272827	0.05585367753230186
0.323788	0.6892170512853207	0.2547727602551458	0.05601018845953348
0.326442	0.7060000973964288	0.23790502063268143	0.0560948819708898
0.329096	0.7110624360436989	0.23268497814004366	0.056252585816257444
0.33175	0.7028092399257724	0.24062765599978025	0.05656310407444737
0.33440400000000003	0.6843131949290528	0.25864298615593795	0.0570438189150092
0.337058	0.6639573654690508	0.2783740336007933	0.057668600930155856
0.339712	0.6520336543666359	0.2895831435966436	0.05838320203672054
0.342366	0.6546165465732928	0.28634377234425806	0.059039681082449114
0.34502	0.6691504659392045	0.271403437452595	0.05944609660820055
0.34767400000000004	0.6864664207227789	0.25394580854671933	0.05958777073050181
0.35032800000000003	0.6977868261669737	0.24258417371943486	0.0596290001135914
0.352982	0.6989495690494407	0.24131015117644627	0.059740279774113
0.355636	0.6895549694408339	0.2504267933779242	0.060018237181241885
0.35829	0.6725186365588889	0.26700360637024295	0.060477757070868166
0.36094400000000004	0.6549669199156357	0.28395206368245435	0.06108101640190994
0.36359800000000003	0.6455980760153754	0.29262513450349176	0.0617767894811328
0.366252	0.6488856190455607	0.28866846166429183	0.06244591929014742
0.368906	0.6615875915565707	0.2755175661045967	0.06289484233883263
0.37156	0.6756280090481139	0.26130680402870193	0.06306518692318414
0.374214	0.6842773549120318	0.25261215897261546	0.06311048611535275
0.37686800000000004	0.6851439117730411	0.25163457270079537	0.06322151552616351
0.379522	0.6786050100025119	0.25788827418422994	0.06350671581325812
0.382176	0.6667085626563879	0.2693150398894178	0.06397639745419431
0.38483	0.654523613761987	0.28089799656435827	0.06457838967365476
0.387484	0.64865512364949	0.2860900798534246	0.06525479649708543
0.39013800000000004	0.6520671578517211	0.2820174675361509	0.06591537461212799
0.39279200000000003	0.6614697089698193	0.2721341001092546	0.06639619092092613
0.395446	0.6705791735663501	0.2628096710721054	0.0666111553615445
0.3981	0.6749490175434284	0.2583716902460906	0.06667929221048102
0.400754	0.6738487028463865	0.25935832170707035	0.06679297544654311
0.403408	0.6684270375254708	0.26449918649910437	0.0670737759754248
0.40606200000000003	0.6599614690777039	0.2725015505826793	0.0675369803396168
0.408716	0.651366041750717	0.2805099806331316	0.06812397761615141
0.41137	0.6470832201671244	0.2841489011528473	0.06876787868002832
0.414024	0.6491039749086707	0.2814991718296228	0.06939685326170653
0.416678	0.6550508550133911	0.2750662631976913	0.0698828817889176
0.41933200000000004	0.6607416924577649	0.26912978990919006	0.070128517633045
0.421986	0.6632808234547422	0.2665019588272761	0.07021721771798173
0.42464	0.6626418043479897	0.2670223322252659	0.07033586342674442
0.427294	0.6603371293602249	0.26904920105716223	0.07061366958261284
0.429948	0.656942922762696	0.27198984017491634	0.07106723706238771
0.43260200000000004	0.6531707957131866	0.2751966657342771	0.07163253855253632
0.43525600000000003	0.6512333414667529	0.2765327657174561	0.07223389281579096
0.43791	0.6525895288009823	0.27460169356856273	0.07280877763045496
0.440564	0.6562733665865575	0.27045831897503797	0.07326831443840448
0.443218	0.6599386238687636	0.2665300505310284	0.07353132560020803
0.44587200000000005	0.6615057490846948	0.26484153201929683	0.07365271889600833
0.44852600000000004	0.6611124804853143	0.2650952796678786	0.07379223984680705
0.45118	0.6605140723451086	0.26541599657249987	0.07406993108239152
0.453834	0.6600082149468254	0.2654887767765816	0.07450300827659301
0.456488	0.6587783018307783	0.26619071566450675	0.0750309825047149
0.459142	0.6573890754444742	0.26703122964767656	0.07557969490784922
0.46179600000000004	0.6571838162313665	0.26672106384113514	0.0760951199274984
0.46445000000000003	0.6585200142172568	0.26495903362934775	0.07652095215339544
0.467104	0.6602824181682213	0.2629210351795129	0.07679654665226582
0.469758	0.6607123622320272	0.2623390933596357	0.0769485444083371
0.472412	0.6599195068117588	0.2629765668862052	0.077103926302036
0.47506600000000004	0.6599244388333608	0.262699967518666	0.0773755936479732
0.47772000000000003	0.661221320752499	0.260993453857863	0.07778522538963806
0.480374	0.6621499924651403	0.2595713292137156	0.0782786783211441
0.483028	0.6618785889216592	0.25933728522027905	0.07878412585806177
0.485682	0.6613947300361045	0.2593534575623213	0.0792518124015742
0.488336	0.6618883272389764	0.25846348602739916	0.07964818673362445
0.49099000000000004	0.6630115940349639	0.25705244573102687	0.07993596023400923
0.493644	0.6631435852419796	0.2567308879275215	0.0801255268304989
0.496298	0.6622782437422925	0.2574095505922147	0.0803122056654928
0.498952	0.6625488507727287	0.25685635028856973	0.08059479893870153
0.501606	0.6647972846316419	0.2542070821141928	0.08099563325416531
0.50426	0.6671184549050396	0.25141449510645286	0.08146704998850751
0.506914	0.6677466554968622	0.2503119304237416	0.0819414140793962
0.509568	0.6672349663558554	0.2503927427327291	0.08237229091141546
0.5122220000000001	0.6671504558402211	0.2501059868595748	0.08274355730020405
0.514876	0.6675207708293003	0.24943635704086173	0.08304287212983799
0.51753	0.6668304247858324	0.24989741180512715	0.08327216340904042
0.520184	0.6651255742941706	0.2513824035707286	0.08349202213510076
0.522838	0.6647194154611616	0.251497476756238	0.08378310778260034
0.5254920000000001	0.6668756468297654	0.24895348376671178	0.08417086940352281
0.528146	0.6698182808979578	0.24556462017945904	0.08461709892258315
0.5308	0.6712148815833953	0.24372519164523732	0.08505992677136742
0.533454	0.6710822468206705	0.24346391130884376	0.08545384187048571
0.536108	0.6709213961473303	0.2432850698687185	0.08579353398395123
0.5387620000000001	0.6708144788781014	0.24309292288164788	0.0860925982402507
0.541416	0.6693722645131943	0.24427313780386775	0.08635459768293793
0.54407	0.6668623353026216	0.24652839555370595	0.08660926914367242
0.546724	0.6658275624262195	0.24725813735126484	0.08691430022251562
